Date,Cam_flow,Rhee_flow,Granta_flow,Precipitation,JL_height
09/06/2020,0.3,0.439,0.063,0,3.823
10/06/2020,0.313,0.443,0.077,2.481,3.82
11/06/2020,0.314,0.463,0.07,2.612,3.829
12/06/2020,0.303,0.465,0.07,0.155,3.834
13/06/2020,0.291,0.428,0.06,0,3.831
14/06/2020,0.287,0.401,0.055,0,3.829
15/06/2020,0.286,0.386,0.058,1.897,3.834
16/06/2020,0.28,0.38,0.097,1.409,3.83
17/06/2020,0.311,0.413,0.092,22.214,3.825
18/06/2020,0.401,0.486,0.086,18.545,3.823
19/06/2020,0.297,0.501,0.039,0.525,3.829
20/06/2020,0.258,0.453,0.037,0,3.828
21/06/2020,0.245,0.41,0.04,1.278,3.815
22/06/2020,0.26,0.393,0.046,0,3.813
23/06/2020,0.265,0.37,0.051,0,3.822
24/06/2020,0.273,0.355,0.061,0,3.824
25/06/2020,0.253,0.339,0.058,0,3.826
26/06/2020,0.249,0.342,0.048,1.759,3.828
27/06/2020,0.243,0.351,0.043,2.605,3.825
28/06/2020,0.223,0.358,0.042,1.415,3.83
29/06/2020,0.236,0.355,0.046,0.091,3.829
30/06/2020,0.233,0.348,0.039,0.067,3.823
01/07/2020,0.237,0.347,0.042,2.185,3.831
02/07/2020,0.23,0.341,0.039,2.388,3.843
03/07/2020,0.232,0.333,0.035,0.365,3.849
04/07/2020,0.22,0.325,0.036,0.372,3.787
05/07/2020,0.219,0.331,0.03,0.049,3.819
06/07/2020,0.198,0.32,0.029,0.065,3.825
07/07/2020,0.215,0.31,0.035,1.281,3.827
08/07/2020,0.256,0.346,0.068,7.893,3.818
09/07/2020,0.291,0.388,0.077,10.491,3.816
10/07/2020,0.278,0.407,0.047,1.461,3.812
11/07/2020,0.233,0.388,0.032,0.052,3.815
12/07/2020,0.215,0.353,0.029,0,3.832
13/07/2020,0.22,0.335,0.036,0.359,3.814
14/07/2020,0.256,0.342,0.048,5.05,3.838
15/07/2020,0.255,0.353,0.037,0.129,3.903
16/07/2020,0.227,0.349,0.046,0.261,3.86
17/07/2020,0.221,0.328,0.036,0,3.83
18/07/2020,0.213,0.311,0.029,0,3.827
19/07/2020,0.214,0.308,0.031,3.65,3.827
20/07/2020,0.206,0.303,0.029,0,3.824
21/07/2020,0.215,0.298,0.029,0,3.82
22/07/2020,0.205,0.288,0.026,0,3.82
23/07/2020,0.194,0.28,0.025,0.1,3.823
24/07/2020,0.214,0.282,0.028,0.1,3.83
25/07/2020,0.22,0.318,0.041,11.72,3.819
26/07/2020,0.268,0.343,0.031,1.012,3.817
27/07/2020,0.254,0.348,0.033,2.766,3.821
28/07/2020,0.222,0.338,0.027,0.454,3.823
29/07/2020,0.214,0.32,0.024,0,3.82
30/07/2020,0.21,0.299,0.022,0,3.822
31/07/2020,0.204,0.288,0.019,0.04,3.814
01/08/2020,0.191,0.279,0.018,0.1,3.816
02/08/2020,0.184,0.275,0.017,0.1,3.82
03/08/2020,0.183,0.273,0.02,0.476,3.82
04/08/2020,0.196,0.271,0.019,0,3.822
05/08/2020,0.202,0.254,0.018,0,3.823
06/08/2020,0.2,0.25,0.019,0,3.827
07/08/2020,0.193,0.244,0.018,0,3.819
08/08/2020,0.182,0.243,0.015,0,3.817
09/08/2020,0.178,0.241,0.015,0,3.819
10/08/2020,0.173,0.236,0.016,0,3.836
11/08/2020,0.188,0.238,0.016,0.091,3.819
12/08/2020,0.177,0.229,0.01,1.268,3.824
13/08/2020,0.196,0.249,0.007,6.638,3.819
14/08/2020,0.258,0.336,0.028,4.953,3.823
15/08/2020,0.329,0.397,0.053,6.477,3.82
16/08/2020,0.289,0.455,0.038,14.904,3.819
17/08/2020,0.24,0.433,0.017,21.574,3.826
18/08/2020,0.241,0.41,0.016,12.277,3.817
19/08/2020,0.239,0.418,0.026,4.523,3.827
20/08/2020,0.22,0.381,0.024,0.488,3.826
21/08/2020,0.196,0.344,0.016,0.052,3.859
22/08/2020,0.168,0.32,0.014,0.061,3.871
23/08/2020,0.168,0.312,0.01,1.079,3.849
24/08/2020,0.185,0.305,0.012,36.753,3.85
25/08/2020,0.22,0.347,0.037,7.778,3.861
26/08/2020,0.223,0.367,0.019,0.06,3.845
27/08/2020,0.259,0.373,0.053,7.893,3.858
28/08/2020,0.494,0.483,0.132,6.381,3.842
29/08/2020,0.47,0.562,0.147,8.114,3.843
30/08/2020,0.385,0.519,0.073,0.715,3.836
31/08/2020,0.291,0.47,0.047,0,3.836
01/09/2020,0.283,0.412,0.04,0,3.836
02/09/2020,0.272,0.377,0.036,1.171,3.828
03/09/2020,0.261,0.366,0.037,4.575,3.828
04/09/2020,0.24,0.359,0.034,0,3.828
05/09/2020,0.235,0.341,0.03,0.079,3.832
06/09/2020,0.218,0.33,0.028,0,3.818
07/09/2020,0.23,0.326,0.029,0.052,3.835
08/09/2020,0.233,0.329,0.026,0,3.843
09/09/2020,0.228,0.322,0.025,0,3.841
10/09/2020,0.231,0.303,0.024,0,3.861
11/09/2020,0.208,0.317,0.023,0,3.931
12/09/2020,0.193,0.312,0.02,0,3.931
13/09/2020,0.182,0.308,0.019,0,3.884
14/09/2020,0.199,0.301,0.02,0.026,3.866
15/09/2020,0.214,0.3,0.02,0,3.854
16/09/2020,0.218,0.297,0.019,0,3.874
17/09/2020,0.219,0.286,0.019,0,3.866
18/09/2020,0.216,0.296,0.019,0,3.887
19/09/2020,0.197,0.293,0.017,0,3.884
20/09/2020,0.193,0.294,0.018,0,3.86
21/09/2020,0.208,0.292,0.021,0.022,3.87
22/09/2020,0.224,0.294,0.02,0,3.857
23/09/2020,0.265,0.354,0.049,13.135,3.848
24/09/2020,0.319,0.411,0.044,4.18,3.838
25/09/2020,0.26,0.401,0.026,6.061,3.832
26/09/2020,0.232,0.389,0.021,0.407,3.832
27/09/2020,0.211,0.354,0.022,0.247,3.821
28/09/2020,0.222,0.332,0.025,0,3.81
29/09/2020,0.236,0.343,0.031,4.076,3.82
30/09/2020,0.236,0.37,0.03,0.855,3.823
01/10/2020,0.266,0.378,0.048,3.607,3.824
02/10/2020,0.245,0.373,0.051,7.841,3.849
03/10/2020,0.343,0.464,0.075,12.678,3.964
04/10/2020,0.423,0.66,0.092,12.506,3.894
05/10/2020,0.713,0.879,0.1,2.167,3.853
06/10/2020,0.449,1.127,0.06,8.761,3.838
07/10/2020,0.5,1.146,0.049,0.206,3.825
08/10/2020,0.518,1.235,0.046,7.129,3.83
09/10/2020,0.374,1.168,0.037,0.32,3.822
10/10/2020,0.341,1.069,0.046,1.643,3.819
11/10/2020,0.323,1.035,0.095,0.679,3.819
12/10/2020,0.405,0.96,0.067,1.111,3.824
13/10/2020,0.364,0.893,0.044,4.009,3.821
14/10/2020,0.375,0.811,0.059,1.41,3.826
15/10/2020,0.392,0.775,0.13,0.383,3.823
16/10/2020,0.394,0.743,0.075,0.106,3.818
17/10/2020,0.336,0.709,0.045,0.75,3.822
18/10/2020,0.337,0.674,0.038,0.171,3.823
19/10/2020,0.327,0.618,0.036,0,3.819
20/10/2020,0.328,0.586,0.049,0.562,3.838
21/10/2020,0.373,0.655,0.068,9.507,4.08
22/10/2020,0.445,0.875,0.1,0.781,4.217
23/10/2020,0.445,1.165,0.074,1.106,4.141
24/10/2020,0.4,1.228,0.083,5.75,3.92
25/10/2020,1.731,2.15,0.803,7.054,3.886
26/10/2020,1.324,3.03,0.294,0.2,3.91
27/10/2020,0.768,3.012,0.132,1.117,3.99
28/10/2020,0.625,1.705,0.107,2.286,3.976
29/10/2020,0.677,1.379,0.13,3.598,4.011
30/10/2020,0.933,1.528,0.276,0.074,3.977
31/10/2020,0.877,1.824,0.213,4.081,4.025
01/11/2020,1.451,1.886,0.508,0.225,4.044
02/11/2020,0.974,2.002,0.209,0.714,3.967
03/11/2020,0.832,1.807,0.207,5.241,3.938
04/11/2020,0.794,1.832,0.299,0.021,3.9
05/11/2020,0.614,1.777,0.135,0.146,3.876
06/11/2020,0.501,1.46,0.094,0.083,3.874
07/11/2020,0.464,1.285,0.082,0,3.889
08/11/2020,0.464,1.186,0.076,0.227,3.96
09/11/2020,0.474,1.104,0.072,2.037,4.101
10/11/2020,0.456,1.046,0.068,0.831,4.468
11/11/2020,0.452,0.995,0.068,0.168,4.436
12/11/2020,0.453,0.996,0.064,1.912,4.235
13/11/2020,0.437,1.021,0.046,0.139,4.109
14/11/2020,0.494,1.032,0.052,4.901,4.12
15/11/2020,1.803,1.194,0.58,14.204,4.004
16/11/2020,2.613,1.829,0.712,1.209,3.943
17/11/2020,1.21,1.805,0.323,0.466,3.907
18/11/2020,0.871,1.43,0.206,0.273,3.884
19/11/2020,0.672,1.227,0.142,0.63,3.882
20/11/2020,0.621,1.088,0.1,0.694,3.877
21/11/2020,0.574,1.003,0.086,0.067,3.871
22/11/2020,0.56,0.973,0.079,0.329,3.871
23/11/2020,0.558,0.93,0.074,0.1,3.868
24/11/2020,0.568,0.903,0.072,0,3.862
25/11/2020,0.569,0.897,0.071,0.087,3.859
26/11/2020,0.541,0.873,0.068,0.069,3.849
27/11/2020,0.535,0.83,0.066,0.1,3.847
28/11/2020,0.528,0.819,0.065,0.515,3.838
29/11/2020,0.531,0.81,0.064,0,3.864
30/11/2020,0.555,0.797,0.062,1.451,3.87
01/12/2020,0.56,0.779,0.04,0.187,4.243
02/12/2020,0.581,0.772,0.027,0.34,4.445
03/12/2020,0.954,0.872,0.04,13.884,4.534
04/12/2020,3.761,2.941,1.473,20.496,4.492
05/12/2020,6.322,6.179,3.107,1.053,4.255
06/12/2020,2.904,6.55,1.218,0.076,4.114
07/12/2020,1.575,4.277,0.603,0.117,4.086
08/12/2020,1.291,2.172,0.394,0.344,4.038
09/12/2020,2.173,2.321,1.464,6.725,4.005
10/12/2020,2.09,3.835,0.893,0.034,3.994
11/12/2020,2.555,4.406,1.612,6.936,3.974
12/12/2020,2.402,4.882,1.145,2.246,3.951
13/12/2020,2.047,5.091,1.061,2.047,3.932
14/12/2020,2.978,5.807,1.7,4.666,4.025
15/12/2020,2.412,6.912,0.929,0.405,4.224
16/12/2020,1.674,6.965,0.561,1.792,4.378
17/12/2020,1.431,5.694,0.445,0.165,4.414
18/12/2020,1.324,4.309,0.374,0.174,4.337
19/12/2020,1.229,3.236,0.343,1.578,4.181
20/12/2020,1.2,2.392,0.29,0,4.153
21/12/2020,1.935,2.279,1.029,9.534,4.169
22/12/2020,3.414,4.254,1.687,2.127,4.109
23/12/2020,3.638,6.177,2.034,23.642,4.206
24/12/2020,6.05,9.199,3.416,7.887,4.197
25/12/2020,4.069,11.21,1.636,0.307,4.288
26/12/2020,2.338,10.63,0.895,0.018,4.286
27/12/2020,3.604,9.538,1.881,3.891,4.128
28/12/2020,3.028,8.667,1.031,0.1,4.034
29/12/2020,1.966,7.65,0.632,0,3.973
30/12/2020,1.609,6.012,0.478,0.07,3.951
31/12/2020,1.498,4.626,0.412,0.034,3.927
01/01/2021,1.412,3.502,0.366,0.306,3.91
02/01/2021,1.347,2.902,0.343,0.16,3.915
03/01/2021,1.28,2.586,0.327,0.462,3.911
04/01/2021,1.289,2.419,0.312,0.212,3.911
05/01/2021,1.269,2.26,0.303,0.684,3.927
06/01/2021,1.253,2.188,0.298,1.355,3.935
07/01/2021,1.209,2.123,0.29,0.074,3.93
08/01/2021,1.195,2.042,0.282,0.017,3.911
09/01/2021,1.171,1.939,0.267,0.103,3.892
10/01/2021,1.158,1.866,0.264,0.034,3.883
11/01/2021,1.212,1.867,0.295,0.314,3.879
12/01/2021,1.247,1.976,0.353,4.421,3.873
13/01/2021,1.525,2.489,0.526,3.876,3.873
14/01/2021,5.27,7.664,3.121,20.019,3.854
15/01/2021,7.805,12.11,3.099,0.103,3.87
16/01/2021,4.502,11.61,2.316,9.147,3.868
17/01/2021,4.718,11.27,1.935,0,3.867
18/01/2021,2.78,10.79,1.053,0.018,3.86
19/01/2021,2.392,10.03,0.93,4.299,3.897
20/01/2021,2.245,9.2,0.864,0.521,3.885
21/01/2021,2.204,8.58,0.848,2.988,3.87
22/01/2021,2.015,8.195,0.676,0,3.872
23/01/2021,1.731,7.665,0.579,3.7,3.863
24/01/2021,1.666,7.129,0.548,1.389,3.86
25/01/2021,1.546,6.57,0.526,0.406,3.865
26/01/2021,1.568,5.882,0.533,4.156,3.866
27/01/2021,2.582,6.342,1.234,1.201,3.864
28/01/2021,4.986,8.964,2.81,14.244,3.859
29/01/2021,5.623,11.39,2.558,7.921,3.85
30/01/2021,4.096,11.3,1.874,3.636,3.862
31/01/2021,3.558,10.99,1.365,0.1,3.867
01/02/2021,2.566,10.66,0.976,0.609,3.863
02/02/2021,2.687,10.21,1.372,7.049,3.867
03/02/2021,2.612,10.18,1.102,0.558,3.866
04/02/2021,2.244,10.02,0.875,4.023,3.86
05/02/2021,3.733,9.743,1.521,3.561,3.861
06/02/2021,3.716,10.05,1.86,9.703,3.857
07/02/2021,3.916,10.73,2.322,2.397,3.852
08/02/2021,2.698,10.87,1.188,0,3.85
09/02/2021,2.215,10.16,0.876,39.694,3.844
10/02/2021,1.863,8.934,0.723,47.69,3.854
11/02/2021,1.792,7.524,0.605,0,3.851
12/02/2021,1.698,6.233,0.551,0,3.841
13/02/2021,1.614,5.345,0.519,0,3.841
14/02/2021,1.698,4.901,0.517,30.755,3.838
15/02/2021,1.62,4.849,0.557,11.467,3.845
16/02/2021,1.779,4.93,0.662,1.51,3.845
17/02/2021,1.828,4.965,0.646,0.909,3.843
18/02/2021,2.004,5.18,0.723,2.274,3.845
19/02/2021,1.914,5.305,0.707,0,3.832
20/02/2021,1.716,5.009,0.611,0,3.843
21/02/2021,1.629,4.499,0.53,0.071,3.839
22/02/2021,1.572,3.833,0.511,0.409,3.834
23/02/2021,1.531,3.313,0.496,0.146,3.836
24/02/2021,1.489,2.997,0.467,0,3.839
25/02/2021,1.471,2.814,0.468,0.511,3.845
26/02/2021,1.435,2.6,0.448,0,3.842
27/02/2021,1.405,2.457,0.442,0.018,3.842
28/02/2021,1.387,2.408,0.441,0.082,3.836
01/03/2021,1.404,2.373,0.436,0.034,3.841
02/03/2021,1.388,2.331,0.432,0,3.838
03/03/2021,1.51,2.377,0.474,5.548,3.837
04/03/2021,1.612,2.725,0.532,9.625,3.844
05/03/2021,1.517,2.62,0.504,0.031,3.837
06/03/2021,1.429,2.414,0.466,0,3.829
07/03/2021,1.389,2.341,0.455,0,3.836
08/03/2021,1.388,2.293,0.447,0.06,3.837
09/03/2021,1.388,2.229,0.459,0.118,3.83
10/03/2021,1.483,2.294,0.476,5.286,3.832
11/03/2021,1.406,2.395,0.494,2.291,3.84
12/03/2021,1.374,2.289,0.455,0.431,3.84
13/03/2021,1.349,2.234,0.451,1.627,3.832
14/03/2021,1.345,2.143,0.438,3.204,3.832
15/03/2021,1.316,2.062,0.474,2.159,3.842
16/03/2021,1.342,2.038,0.51,1.55,3.831
17/03/2021,1.337,2.036,0.523,0.703,3.836
18/03/2021,1.372,2.043,0.531,2.205,3.828
19/03/2021,1.364,2.064,0.634,0.633,3.837
20/03/2021,1.307,2.03,0.564,0,3.817
21/03/2021,1.312,1.993,0.495,0,3.829
22/03/2021,1.249,1.935,0.447,0,3.83
23/03/2021,1.226,1.89,0.393,0,3.83
24/03/2021,1.193,1.859,0.409,0,3.83
25/03/2021,1.189,1.841,0.4,0.525,3.829
26/03/2021,1.216,1.904,0.408,2.024,3.829
27/03/2021,1.162,1.918,0.401,0.041,3.83
28/03/2021,1.14,1.822,0.374,0,3.829
29/03/2021,1.101,1.716,0.335,0,3.833
30/03/2021,1.092,1.618,0.321,0,3.846
31/03/2021,1.104,1.612,0.321,0,3.86
01/04/2021,1.065,1.591,0.312,0,3.847
02/04/2021,1.036,1.548,0.303,0,3.842
03/04/2021,1.024,1.513,0.299,0,3.859
04/04/2021,1.022,1.495,0.3,0,3.841
05/04/2021,1.029,1.485,0.292,0,3.843
06/04/2021,1.017,1.435,0.289,0,3.832
07/04/2021,1.004,1.408,0.285,0,3.834
08/04/2021,0.976,1.39,0.284,0,3.855
09/04/2021,0.975,1.389,0.286,0.294,3.848
10/04/2021,0.958,1.397,0.284,0.53,3.858
11/04/2021,0.932,1.372,0.275,0.415,3.856
12/04/2021,0.944,1.332,0.267,0.154,3.852
13/04/2021,0.929,1.299,0.248,0,3.844
14/04/2021,0.906,1.278,0.224,0,3.837
15/04/2021,0.907,1.268,0.242,0.166,3.838
16/04/2021,0.902,1.262,0.24,0.065,3.845
17/04/2021,0.871,1.241,0.235,0,3.842
18/04/2021,0.866,1.213,0.233,0,3.838
19/04/2021,0.862,1.208,0.232,0.017,3.842
20/04/2021,0.852,1.207,0.231,0,3.836
21/04/2021,0.833,1.198,0.224,0,3.836
22/04/2021,0.84,1.173,0.219,0,3.841
23/04/2021,0.823,1.15,0.216,0,3.838
24/04/2021,0.797,1.133,0.21,0,3.841
25/04/2021,0.79,1.121,0.208,0,3.846
26/04/2021,0.806,1.11,0.213,0,3.837
27/04/2021,0.749,1.11,0.211,0,3.838
28/04/2021,0.758,1.107,0.206,0.069,3.84
29/04/2021,0.775,1.092,0.202,0.058,3.837
30/04/2021,0.743,1.081,0.198,0.057,3.841
01/05/2021,0.703,1.072,0.195,0.166,3.844
02/05/2021,0.701,1.055,0.192,0.105,3.843
03/05/2021,0.757,1.072,0.221,2.851,3.842
04/05/2021,0.817,1.117,0.228,4.875,3.845
05/05/2021,0.741,1.079,0.206,2.9,3.892
06/05/2021,0.713,1.05,0.19,0.886,3.888
07/05/2021,0.688,1.022,0.183,0.017,3.89
08/05/2021,0.855,1.123,0.237,10.852,3.877
09/05/2021,0.762,1.137,0.209,0.095,3.852
10/05/2021,0.725,1.054,0.19,3.223,3.861
11/05/2021,0.74,1.005,0.188,0.696,3.854
12/05/2021,0.694,0.966,0.178,0,3.846
13/05/2021,0.767,1.068,0.218,2.513,3.855
14/05/2021,0.887,1.356,0.224,4.183,3.852
15/05/2021,0.755,1.331,0.205,1.989,3.859
16/05/2021,0.73,1.259,0.191,1.356,3.853
17/05/2021,0.713,1.152,0.193,5.978,3.849
18/05/2021,0.723,1.059,0.18,5.565,3.849
19/05/2021,0.714,1.053,0.182,3.364,3.847
20/05/2021,0.696,1.088,0.176,0.359,3.849
21/05/2021,0.698,1.109,0.196,3.306,3.855
22/05/2021,0.816,1.254,0.228,5.436,3.845
23/05/2021,0.768,1.321,0.214,1.066,3.859
24/05/2021,0.893,1.259,0.224,5.433,3.86
25/05/2021,0.818,1.242,0.201,0.963,3.857
26/05/2021,0.757,1.214,0.181,1.408,3.856
27/05/2021,0.689,1.102,0.172,0.017,3.852
28/05/2021,0.648,1.025,0.166,5.542,3.851
29/05/2021,0.616,0.963,0.157,0,3.856
30/05/2021,0.589,0.91,0.151,0,3.856
31/05/2021,0.586,0.871,0.147,0.018,3.862
01/06/2021,0.601,0.841,0.146,0,3.85
02/06/2021,0.583,0.815,0.139,0,3.854
03/06/2021,0.567,0.818,0.135,0.182,3.851
04/06/2021,0.594,0.827,0.162,10.333,3.846
05/06/2021,0.601,0.838,0.152,0.79,3.844
06/06/2021,0.55,0.8,0.138,0,3.874
07/06/2021,0.541,0.774,0.128,0,3.886
08/06/2021,0.512,0.745,0.123,0,3.859
09/06/2021,0.511,0.715,0.12,0,3.834
10/06/2021,0.493,0.709,0.116,0,3.824
11/06/2021,0.466,0.695,0.113,0,3.821
12/06/2021,0.429,0.669,0.107,0,3.842
13/06/2021,0.414,0.647,0.097,0,3.872
14/06/2021,0.422,0.631,0.097,0,3.855
15/06/2021,0.421,0.611,0.09,0,3.845
16/06/2021,0.405,0.605,0.097,0.1,3.865
17/06/2021,0.451,0.627,0.105,6.297,3.857
18/06/2021,0.701,0.795,0.202,27.166,3.862
19/06/2021,0.687,1.209,0.188,1.043,3.858
20/06/2021,0.57,1.237,0.142,1.309,3.856
21/06/2021,0.508,1.001,0.123,0.629,3.852
22/06/2021,0.506,0.86,0.11,0.31,3.838
23/06/2021,0.487,0.757,0.103,0.018,3.836
24/06/2021,0.488,0.711,0.094,0.093,3.843
25/06/2021,0.484,0.694,0.094,0.781,3.835
26/06/2021,0.463,0.678,0.088,0.139,3.847
27/06/2021,0.46,0.668,0.088,0.018,3.843
28/06/2021,0.498,0.691,0.095,2.967,3.837
29/06/2021,0.475,0.704,0.097,0.612,3.83
30/06/2021,0.466,0.679,0.092,0.681,3.828
01/07/2021,0.463,0.647,0.09,0,3.829
02/07/2021,0.441,0.62,0.086,0,3.825
03/07/2021,0.416,0.604,0.083,2.638,3.823
04/07/2021,0.414,0.595,0.081,3.236,3.828
05/07/2021,0.411,0.587,0.083,1.307,3.827
06/07/2021,0.478,0.659,0.088,10.135,3.825
07/07/2021,0.43,0.715,0.078,0.103,3.825
08/07/2021,0.399,0.648,0.082,0.129,3.829
09/07/2021,0.4,0.601,0.072,0.741,3.846
10/07/2021,0.381,0.581,0.051,0.715,3.854
11/07/2021,0.374,0.574,0.052,0.19,3.842
12/07/2021,0.417,0.574,0.061,1.545,3.843
13/07/2021,0.466,0.581,0.055,0.273,3.834
14/07/2021,0.403,0.553,0.067,0,3.828
15/07/2021,0.378,0.535,0.069,0,3.826
16/07/2021,0.379,0.515,0.064,0,3.819
17/07/2021,0.358,0.482,0.056,0,3.815
18/07/2021,0.353,0.469,0.051,0,3.822
19/07/2021,0.363,0.451,0.053,0,3.82
20/07/2021,0.434,0.445,1.474,0.866,3.816
21/07/2021,0.434,0.434,1.024,0.688,3.812
22/07/2021,0.364,0.431,0.246,0,3.809
23/07/2021,0.351,0.427,0.172,0,3.806
24/07/2021,0.332,0.433,0.135,0.085,3.805
25/07/2021,0.342,0.437,0.323,3.476,3.805
26/07/2021,0.8,0.433,1.375,0.192,3.806
27/07/2021,0.448,0.433,0.275,3.307,3.806
28/07/2021,0.409,0.428,0.182,5.006,3.809
29/07/2021,0.377,0.415,0.139,0.204,3.807
30/07/2021,0.348,0.425,0.141,7.907,3.813
31/07/2021,0.342,0.448,0.136,0.853,3.813
01/08/2021,0.356,0.473,0.147,1.037,3.979
02/08/2021,0.38,0.494,0.129,0.172,3.912
03/08/2021,0.382,0.463,0.125,0.034,3.864
04/08/2021,0.343,0.426,0.105,0,3.842
05/08/2021,0.348,0.415,0.098,1.867,3.845
06/08/2021,0.34,0.417,0.097,2.314,3.846
07/08/2021,0.327,0.417,0.099,2.68,3.842
08/08/2021,0.328,0.414,0.099,1.829,3.847
09/08/2021,0.356,0.416,0.106,4.812,3.84
10/08/2021,0.363,0.399,0.094,1.819,3.834
11/08/2021,0.326,0.385,0.089,0,3.829
12/08/2021,0.362,0.378,0.089,0.609,3.832
13/08/2021,0.322,0.372,0.085,0,3.832
14/08/2021,0.29,0.372,0.08,0,3.824
15/08/2021,0.281,0.367,0.077,0,3.845
16/08/2021,0.306,0.369,0.078,0.539,3.849
17/08/2021,0.317,0.381,0.082,0.777,3.839
18/08/2021,0.32,0.379,0.077,0.354,3.835
19/08/2021,0.317,0.37,0.074,1.298,3.837
20/08/2021,0.325,0.37,0.074,0.018,3.841
21/08/2021,0.312,0.381,0.085,0.281,3.844
22/08/2021,0.391,0.418,0.158,4.826,3.845
23/08/2021,0.372,0.407,0.109,0.227,3.868
24/08/2021,0.341,0.374,0.083,0,3.842
25/08/2021,0.334,0.366,0.076,0.25,3.838
26/08/2021,0.323,0.364,0.074,0.349,3.836
27/08/2021,0.323,0.36,0.073,0.017,3.833
28/08/2021,0.304,0.36,0.069,0.04,3.83
29/08/2021,0.313,0.354,0.068,0.017,3.832
30/08/2021,0.323,0.359,0.068,0.017,3.828
31/08/2021,0.342,0.362,0.07,0.279,3.825
01/09/2021,0.339,0.36,0.069,0,3.824
02/09/2021,0.322,0.354,0.067,0,3.829
03/09/2021,0.304,0.35,0.064,0,3.825
04/09/2021,0.285,0.353,0.061,0,3.824
05/09/2021,0.29,0.335,0.058,0,3.816
06/09/2021,0.284,0.33,0.057,0,3.85
07/09/2021,0.296,0.322,0.057,0,3.912
08/09/2021,0.286,0.311,0.055,0,3.916
09/09/2021,0.281,0.34,0.057,1.37,3.854
10/09/2021,0.306,0.359,0.068,1.048,3.839
11/09/2021,0.283,0.368,0.058,0.051,3.836
12/09/2021,0.277,0.366,0.053,0,3.825
13/09/2021,0.284,0.366,0.056,0,3.828
14/09/2021,0.838,0.766,0.401,19.614,3.829
15/09/2021,0.594,0.728,0.339,0.053,3.825
16/09/2021,0.413,0.598,0.126,0.017,3.823
17/09/2021,0.336,0.483,0.092,0,3.823
18/09/2021,0.375,0.42,0.079,0.018,3.821
19/09/2021,0.348,0.399,0.095,39.903,3.825
20/09/2021,0.392,0.392,0.26,3.535,3.823
21/09/2021,0.376,0.386,0.132,0.9,3.819
22/09/2021,0.351,0.38,0.094,0.017,3.825
23/09/2021,0.336,0.366,0.081,0,3.818
24/09/2021,0.328,0.362,0.077,0.018,3.816
25/09/2021,0.307,0.344,0.074,0.048,3.81
26/09/2021,0.298,0.362,0.071,0.123,3.817
27/09/2021,0.359,0.37,0.076,2.785,3.82
28/09/2021,0.404,0.423,0.114,3.903,3.82
29/09/2021,0.489,0.564,0.116,7.698,3.819
30/09/2021,0.391,0.502,0.099,0.571,3.809
01/10/2021,0.366,0.444,0.085,1.647,3.819
02/10/2021,0.391,0.442,0.093,11.604,3.815
03/10/2021,0.469,0.506,0.279,0.627,3.815
04/10/2021,0.407,0.475,0.163,2.214,3.818
05/10/2021,0.644,0.531,0.963,8.817,3.815
06/10/2021,0.544,0.522,0.382,1.326,3.821
07/10/2021,0.423,0.476,0.192,0.018,3.821
08/10/2021,0.368,0.456,0.139,0,3.813
09/10/2021,0.348,0.445,0.114,0.017,3.811
10/10/2021,0.363,0.424,0.103,0.2,3.821
11/10/2021,0.371,0.414,0.096,0,3.814
12/10/2021,0.369,0.408,0.091,1.243,3.81
13/10/2021,0.379,0.41,0.087,0.017,3.813
14/10/2021,0.358,0.406,0.081,0.018,3.816
15/10/2021,0.338,0.407,0.077,0.077,3.817
16/10/2021,0.334,0.396,0.082,0.086,3.816
17/10/2021,0.354,0.4,0.077,0.099,3.815
18/10/2021,0.406,0.399,0.074,1.551,3.816
19/10/2021,0.338,0.423,0.089,0.654,3.813
20/10/2021,0.67,0.697,0.38,20.678,3.812
21/10/2021,1.537,1.057,1.976,11.881,3.809
22/10/2021,0.893,1.129,0.533,0.358,3.814
23/10/2021,0.579,0.919,0.261,0,3.824
24/10/2021,0.463,0.736,0.184,0.018,3.818
25/10/2021,0.469,0.655,0.16,1.426,3.826
26/10/2021,0.465,0.606,0.143,0.018,3.825
27/10/2021,0.448,0.575,0.129,0,3.858
28/10/2021,0.432,0.562,0.121,0,3.896
29/10/2021,0.433,0.55,0.116,0.839,3.837
30/10/2021,0.437,0.53,0.11,1.18,3.834
31/10/2021,0.509,0.542,0.115,3.948,3.825
01/11/2021,0.474,0.56,0.129,0.073,3.817
02/11/2021,0.412,0.554,0.122,0.083,3.826
03/11/2021,0.439,0.534,0.112,2.645,3.822
04/11/2021,0.441,0.518,0.105,2.051,3.818
05/11/2021,0.412,0.51,0.102,0,3.823
06/11/2021,0.398,0.495,0.099,0.047,3.816
07/11/2021,0.401,0.494,0.094,0.017,3.818
08/11/2021,0.425,0.493,0.094,0,3.819
09/11/2021,0.419,0.495,0.095,0.049,3.824
10/11/2021,0.426,0.504,0.097,1.177,3.822
11/11/2021,0.411,0.5,0.095,0.335,3.861
12/11/2021,0.402,0.502,0.094,1.147,3.936
13/11/2021,0.397,0.501,0.091,0.385,4.06
14/11/2021,0.396,0.495,0.089,0.332,3.961
15/11/2021,0.398,0.494,0.088,0.017,3.904
16/11/2021,0.4,0.49,0.086,0,3.861
17/11/2021,0.402,0.474,0.085,0.141,3.854
