Date,Cam_flow,Rhee_flow,Granta_flow,Precipitation,JL_height
07/05/2023,1.13,5.52,0.454,0.146,3.893
08/05/2023,1.12,7.08,0.373,1.294,3.896
09/05/2023,1.76,8.27,0.928,15.557,3.89
10/05/2023,2.13,9.77,1.28,2.781,3.89
11/05/2023,1.36,10.4,0.547,2.767,3.89
12/05/2023,1.2,9.65,0.45,1.566,3.887
13/05/2023,1.15,7.84,0.373,0,3.879
14/05/2023,1.04,5.68,0.332,0,3.887
15/05/2023,1.04,4.42,0.301,0.017,3.886
16/05/2023,0.989,3.2,0.277,0,3.907
17/05/2023,0.973,2.43,0.264,0,3.9
18/05/2023,0.947,1.95,0.254,0,3.877
19/05/2023,0.933,1.76,0.254,0.255,3.87
20/05/2023,0.929,1.64,0.244,0,3.861
21/05/2023,0.906,1.54,0.235,0.017,3.876
22/05/2023,0.888,1.47,0.232,0,3.883
23/05/2023,0.867,1.41,0.226,0,3.86
24/05/2023,0.844,1.35,0.221,0,3.845
25/05/2023,0.842,1.31,0.216,0,3.867
26/05/2023,0.789,1.26,0.211,0,3.887
27/05/2023,0.777,1.23,0.208,0,3.881
28/05/2023,0.764,1.21,0.204,0,3.883
29/05/2023,0.757,1.18,0.2,0,3.877
30/05/2023,0.763,1.17,0.203,0,3.87
31/05/2023,0.763,1.16,0.205,0.199,3.879
01/06/2023,0.75,1.14,0.205,0,3.883
02/06/2023,,1.11,0.197,0,3.884
03/06/2023,,1.08,0.19,0,3.87
04/06/2023,,1.04,0.184,0,3.857
05/06/2023,,1.02,0.184,0,3.86
06/06/2023,,1.02,0.184,0,3.863
07/06/2023,,1.01,0.18,0,3.846
08/06/2023,,0.992,0.175,0,3.86
09/06/2023,,0.962,0.171,0,3.873
10/06/2023,,0.903,0.161,0,3.89
11/06/2023,,0.841,0.154,0,3.884
12/06/2023,0.588,0.813,0.152,0,3.886
13/06/2023,0.57,0.782,0.145,0,3.893
14/06/2023,0.536,0.762,0.141,0,3.873
15/06/2023,0.524,0.746,0.135,0,3.847
16/06/2023,0.528,0.721,0.13,0,3.85
17/06/2023,0.51,0.708,0.126,0,3.851
18/06/2023,0.534,0.718,0.128,3.646,3.837
19/06/2023,0.535,0.715,0.128,0.091,3.868
20/06/2023,0.655,0.734,0.14,4.91,3.858
21/06/2023,0.456,0.712,0.095,0.254,3.911
22/06/2023,0.45,0.694,0.093,0.484,3.918
23/06/2023,0.452,0.677,0.108,0,3.897
24/06/2023,0.446,0.662,0.103,0,3.883
25/06/2023,0.425,0.629,0.094,0,3.88
26/06/2023,0.425,0.603,0.092,0,3.894
27/06/2023,0.446,0.59,0.094,0,3.88
28/06/2023,0.436,0.604,0.104,0.018,3.86
29/06/2023,0.535,0.657,0.121,15.683,3.847
30/06/2023,0.48,0.669,0.075,0.302,3.841
01/07/2023,0.446,0.654,0.049,0.419,3.853
02/07/2023,0.433,0.619,0.047,0,3.85
03/07/2023,0.449,0.597,0.079,1.864,3.846
04/07/2023,0.496,0.623,0.112,7.668,3.84
05/07/2023,0.586,0.682,0.117,5.403,3.849
06/07/2023,0.473,0.661,0.09,0,3.856
07/07/2023,0.427,0.616,0.08,0,3.845
08/07/2023,0.393,0.585,0.074,1.199,3.838
09/07/2023,0.383,0.562,0.074,0,3.86
10/07/2023,0.383,0.54,0.074,0.051,3.826
11/07/2023,0.392,0.539,0.074,2.233,3.848
12/07/2023,0.386,0.533,0.074,3.808,3.852
13/07/2023,0.39,0.525,0.072,1.416,3.851
14/07/2023,0.438,0.572,0.106,11.851,3.849
15/07/2023,0.538,0.603,0.082,1.621,3.845
16/07/2023,0.459,0.579,0.069,0.306,3.849
17/07/2023,0.365,0.534,0.065,0.488,3.866
18/07/2023,0.359,0.511,0.065,0.12,3.858
19/07/2023,0.37,0.512,0.068,1.359,3.88
20/07/2023,0.348,0.51,0.066,0.195,3.856
21/07/2023,0.355,0.504,0.065,0.204,3.845
22/07/2023,0.362,0.516,0.099,6.564,3.833
23/07/2023,0.404,0.529,0.101,3.339,3.827
24/07/2023,0.418,0.53,0.104,3.064,3.824
25/07/2023,0.425,0.516,0.067,0.234,3.814
26/07/2023,0.403,0.503,0.088,6.011,3.805
27/07/2023,0.484,0.55,0.072,7.305,3.801
28/07/2023,0.436,0.549,0.045,0,3.799
29/07/2023,0.385,0.523,0.052,0.1,3.789
30/07/2023,0.372,0.496,0.047,2.336,3.798
31/07/2023,0.388,0.499,0.047,1.561,3.808
01/08/2023,0.385,0.478,0.055,0.036,3.802
02/08/2023,0.384,0.487,0.066,6.05,3.808
03/08/2023,0.39,0.475,0.057,2.108,3.806
04/08/2023,0.38,0.482,0.08,3.117,3.801
05/08/2023,0.402,0.513,0.09,10.298,3.93
06/08/2023,0.414,0.515,0.069,0.922,3.859
07/08/2023,0.427,0.494,0.062,0.036,3.894
08/08/2023,0.423,0.488,0.073,1.006,3.975
09/08/2023,0.419,0.477,0.065,0.408,3.92
10/08/2023,0.387,0.458,0.058,0,3.895
11/08/2023,0.356,0.435,0.053,0,3.86
12/08/2023,0.366,0.42,0.049,0.305,3.847
13/08/2023,0.37,0.41,0.049,0.127,3.84
14/08/2023,0.365,0.413,0.055,4.625,3.84
15/08/2023,0.34,0.408,0.051,0.275,3.83
16/08/2023,0.344,0.396,0.046,0,3.837
17/08/2023,0.339,0.384,0.041,0,3.83
18/08/2023,0.329,0.387,0.048,0.206,3.826
19/08/2023,0.348,0.394,0.058,4.855,3.83
20/08/2023,0.335,0.387,0.039,0,3.838
21/08/2023,0.317,0.379,0.042,0.018,3.835
22/08/2023,0.309,0.367,0.04,0,3.837
23/08/2023,0.305,0.346,0.038,0,3.815
24/08/2023,0.305,0.342,0.039,0.03,3.815
25/08/2023,0.283,0.337,0.037,0.087,3.81
26/08/2023,0.287,0.34,0.035,4.687,3.814
27/08/2023,0.285,0.342,0.033,2.023,3.809
28/08/2023,0.273,0.331,0.032,0,3.811
29/08/2023,0.322,0.343,0.034,1.919,3.938
30/08/2023,0.303,0.353,0.038,3.409,4.053
31/08/2023,0.315,0.355,0.037,1.064,4.086
01/09/2023,0.343,0.375,0.074,3.193,3.961
02/09/2023,0.331,0.378,0.039,0,3.916
03/09/2023,0.281,0.367,0.034,0,3.902
04/09/2023,0.288,0.348,0.034,0.048,3.889
05/09/2023,0.307,0.341,0.033,0.017,3.933
06/09/2023,0.28,0.337,0.033,0,4.13
07/09/2023,0.29,0.33,0.034,0,4.422
08/09/2023,0.273,0.333,0.031,0,4.267
09/09/2023,0.267,0.315,0.029,0,4.108
10/09/2023,0.262,0.305,0.025,0.411,4.019
11/09/2023,0.264,0.303,0.026,0,3.957
12/09/2023,0.262,0.313,0.03,5.107,3.915
13/09/2023,0.28,0.32,0.034,0.247,3.908
14/09/2023,0.303,0.314,0.031,0,3.895
15/09/2023,0.302,0.314,0.031,0,3.908
16/09/2023,0.264,0.31,0.028,0,3.954
17/09/2023,0.266,0.345,0.039,0.069,3.935
18/09/2023,0.327,0.461,0.086,14.368,3.93
19/09/2023,0.315,0.442,0.039,0.379,4.068
20/09/2023,0.365,0.486,0.091,14.823,4.265
21/09/2023,0.584,0.624,0.106,8.364,4.208
22/09/2023,0.434,0.599,0.06,0.965,4.098
23/09/2023,0.35,0.573,0.044,0.181,4.005
24/09/2023,0.328,0.531,0.037,0,3.941
25/09/2023,0.301,0.485,0.04,0,3.918
26/09/2023,0.328,0.45,0.037,0.254,3.912
27/09/2023,0.309,0.43,0.037,0.052,3.878
28/09/2023,0.305,0.417,0.037,0.529,3.827
29/09/2023,0.337,0.41,0.05,4.283,3.886
30/09/2023,0.32,0.397,0.033,0.19,3.901
01/10/2023,0.265,0.396,0.031,0,4.02
02/10/2023,0.309,0.4,0.042,4.051,3.923
03/10/2023,0.352,0.408,0.042,2.095,3.887
04/10/2023,0.313,0.398,0.033,0,3.89
05/10/2023,0.304,0.39,0.031,0,3.919
06/10/2023,0.32,0.38,0.029,0,3.97
07/10/2023,0.282,0.369,0.027,0,3.86
08/10/2023,0.333,0.342,0.025,0,3.837
09/10/2023,0.307,0.337,0.026,0,3.862
10/10/2023,0.292,0.333,0.025,0,3.883
11/10/2023,0.318,0.362,0.037,3.879,3.907
12/10/2023,0.538,0.618,0.161,4.708,3.903
13/10/2023,0.675,0.968,0.309,26.766,3.907
14/10/2023,0.612,1.35,0.251,0.651,3.92
15/10/2023,0.441,1.64,0.088,0,3.995
16/10/2023,0.413,1.35,0.063,0,3.965
17/10/2023,0.396,0.951,0.059,0,3.925
18/10/2023,0.412,0.808,0.088,9.977,3.907
19/10/2023,0.623,0.908,0.202,5.017,3.913
20/10/2023,1.81,3.38,1.79,34.381,3.915
21/10/2023,2.1,6.76,2.21,3.756,3.973
22/10/2023,1.96,7.93,1.45,0.091,4.078
23/10/2023,0.996,8.31,0.369,0.383,4.028
24/10/2023,0.857,6.41,0.202,0.64,3.99
25/10/2023,0.652,3.18,0.144,0.146,4.038
26/10/2023,0.624,1.7,0.138,2.378,4.057
27/10/2023,0.549,1.39,0.131,0.337,4.14
28/10/2023,0.56,1.28,0.119,1.39,4.083
29/10/2023,0.782,1.37,0.415,8.895,4.04
30/10/2023,1.15,1.55,0.555,0.521,4.092
31/10/2023,0.836,1.6,0.261,1.6,4.1
01/11/2023,0.796,1.51,0.377,3.838,4.024
02/11/2023,3.13,3.04,2.42,14.818,3.965
03/11/2023,4.75,5.74,3.03,0.899,3.937
04/11/2023,2.52,6.8,1.4,3.263,3.933
05/11/2023,1.75,6.43,0.73,0.218,3.966
06/11/2023,1.11,4.86,0.399,0.035,4.159
07/11/2023,0.993,2.62,0.27,0.017,4.09
08/11/2023,0.979,1.79,0.237,1.575,4.018
09/11/2023,1.02,1.61,0.341,0.447,3.978
10/11/2023,0.99,1.52,0.281,0,3.92
11/11/2023,0.882,1.41,0.205,0.018,3.924
12/11/2023,0.847,1.32,0.183,0.551,3.92
13/11/2023,1.38,1.46,0.708,8.96,3.93
14/11/2023,1.64,2.23,0.596,1.517,3.95
15/11/2023,1.31,2.18,0.385,0,3.94
16/11/2023,1.05,1.8,0.296,0.23,3.94
17/11/2023,0.958,1.58,0.236,0.081,4.01
18/11/2023,1.37,1.65,0.86,7.703,4.073
19/11/2023,1.78,2.45,0.772,0.366,4.214
20/11/2023,1.27,2.57,0.418,0.642,4.444
21/11/2023,1.1,1.95,0.416,0.633,4.411
22/11/2023,1.11,1.62,0.466,0,4.475
23/11/2023,1.04,1.46,0.337,0.138,4.712
24/11/2023,0.95,1.38,0.266,0.017,4.591
25/11/2023,0.893,1.3,0.225,0,4.215
26/11/2023,0.844,1.26,0.213,0.679,4.086
27/11/2023,1.29,1.47,0.493,10.826,4.025
28/11/2023,1.7,2.1,0.706,0.322,3.993
29/11/2023,1.36,2.25,0.441,0.1,3.975
30/11/2023,1.08,1.92,0.325,0.082,3.965
01/12/2023,1.01,1.64,0.25,0.1,3.96
02/12/2023,0.931,1.46,0.211,0,3.943
03/12/2023,0.997,1.44,0.246,4.754,3.938
04/12/2023,2.33,2.31,1.42,4.821,3.938
05/12/2023,2.14,4.06,0.917,1.14,3.765
06/12/2023,1.61,5.05,0.562,0.129,3.852
07/12/2023,1.38,5.3,0.538,7.122,3.85
08/12/2023,2.22,4.81,1.36,0.443,3.849
09/12/2023,2.48,4.89,1.47,7.784,3.86
10/12/2023,2.59,5.63,1.18,4.139,3.875
11/12/2023,2.04,6.23,0.862,0.288,3.876
12/12/2023,2.17,6.45,0.983,6.87,3.888
13/12/2023,2.99,6.81,1.64,2.022,3.88
14/12/2023,2.81,7.14,1.27,0.069,3.863
15/12/2023,1.75,6.83,0.641,0,3.857
16/12/2023,1.46,5.72,0.465,0,3.857
17/12/2023,1.34,4.43,0.398,0,3.853
18/12/2023,1.3,3.41,0.37,0.143,3.836
19/12/2023,2.66,4.6,1.37,13.461,3.843
20/12/2023,3.99,6.72,1.78,0.152,3.84
21/12/2023,2.33,7.82,0.863,0.262,3.838
22/12/2023,1.77,7.6,0.547,0.493,3.835
23/12/2023,1.48,5.93,0.436,0.086,3.836
24/12/2023,1.42,4.47,0.395,0.459,3.832
25/12/2023,1.41,3.42,0.394,2.776,4.112
26/12/2023,1.37,2.77,0.404,0,4.086
27/12/2023,1.41,2.71,0.441,5.797,4.418
28/12/2023,1.49,3.45,0.512,0.759,4.479
29/12/2023,1.54,3.63,0.444,0.216,4.66
30/12/2023,1.54,3.41,0.432,0.704,4.513
31/12/2023,2.6,4.73,1.37,7.721,4.243
01/01/2024,2.67,5.98,1.06,6.57,4.152
02/01/2024,4.96,7.91,2.54,11.224,4.095
03/01/2024,6.04,10.8,2.69,1.513,4.064
04/01/2024,3.49,11.2,1.63,7.552,4.022
05/01/2024,6.82,11.9,3.5,3.154,4.251
06/01/2024,7.27,12.1,2.68,0.198,
07/01/2024,3.06,11.1,1.16,0,
08/01/2024,2.3,10.1,0.809,0.035,
09/01/2024,1.94,9,0.66,0,
10/01/2024,1.87,7.71,0.575,0,
11/01/2024,1.77,6.59,0.521,0,
12/01/2024,1.75,5.7,0.506,0.017,
13/01/2024,1.71,5.17,0.504,0.075,
14/01/2024,1.7,4.86,0.516,0.094,
15/01/2024,1.68,4.36,0.499,0,
16/01/2024,1.63,3.74,0.485,0,
17/01/2024,1.59,3.42,0.485,0,
18/01/2024,1.51,2.9,0.449,0,
19/01/2024,1.45,2.45,0.427,0.017,
20/01/2024,1.52,2.32,0.428,0,
21/01/2024,1.49,2.4,0.454,2.097,
22/01/2024,1.74,2.56,0.494,3.239,
23/01/2024,1.8,2.66,0.508,2.62,
24/01/2024,1.98,2.68,0.66,0.507,
25/01/2024,1.76,2.55,0.543,0.968,
26/01/2024,1.61,2.49,0.507,1.216,
27/01/2024,1.55,2.32,0.455,0,
28/01/2024,1.54,2.25,0.456,0.034,
29/01/2024,1.5,2.23,0.447,0,
30/01/2024,1.45,2.15,0.427,0.138,
31/01/2024,1.41,2.06,0.415,0.096,
01/02/2024,1.39,1.99,0.405,0,
02/02/2024,1.35,1.95,0.401,0,
03/02/2024,1.32,1.94,0.396,0.121,
04/02/2024,1.31,1.91,0.388,0.324,
05/02/2024,1.3,1.88,0.387,0,
06/02/2024,1.52,2.08,0.507,10.295,
07/02/2024,3.15,4.96,1.56,3.326,
08/02/2024,3.73,7.39,1.7,12.354,
09/02/2024,7.11,10.9,3.3,10.29,
10/02/2024,7.84,11.7,2.94,5.251,
11/02/2024,6.85,11.4,3.07,2.722,
12/02/2024,3.7,10.8,1.95,0.099,
13/02/2024,2.6,9.89,1.18,5.68,
14/02/2024,2.39,8.99,1.2,0.511,
15/02/2024,2.36,8.56,1.08,1.402,
16/02/2024,2.12,8.14,0.896,3.19,
17/02/2024,2.02,7.71,0.769,1.449,
18/02/2024,,,,10.3,
